question_german,year,episode_number,name,listen_url,,question_english
Was war deine letzte gute Tat?,2018,39,Felix,https://open.spotify.com/episode/2m7HviLaWe2isM3l15Gz80?go=1&t=766, ,What was your last good deed?
Wie w√ºrdest du deinen Fahrstil beschreiben?,2023,214,Felix,https://open.spotify.com/episode/7EShl70HOZCpOIs4kjJSRa?go=1&t=3799, ,How would you describe your driving style?
Was ist Verbuttung?,2020,108,Felix,https://open.spotify.com/episode/2T3QLxnFfR0NJPcNXUK6YU?go=1&t=1274, ,What is “Verbuttung”?
"Was ist der daddigste Dad-Joke, den dein Vater je gemacht hat?",2019,76,Felix,https://open.spotify.com/episode/3baFd6CoBtwvIYJ4jp5t8Q?go=1&t=3677, ,What’s the dad-jokiest joke your father has ever made?
Was ist dein Lieblingsquote von dir selbst?,2023,235,Felix,https://open.spotify.com/episode/2y5krjiritBCaVAIEAt6rC?go=1&t=3904, ,What’s your favorite quote from yourself?
Bei welchen Produkten bist du markentreu?,2020,119,Felix,https://open.spotify.com/episode/3IHvV480YU8S1B4ptUtntN?go=1&t=4557, ,For which products are you loyal to a specific brand?
"Gibt‚Äôs irgendeinen Ort, an dem du gar keine Angst vor Kriminalit√§t hast, obwohl es eigentlich angebracht w√§re?",2023,234,Tommi,https://open.spotify.com/episode/2fbNQVNtQBxq6z8PFCa8I5?go=1&t=3250, ,"Is there any place where you feel no fear of crime, even though you probably should?"
W√ºrdest du Insekten essen?,2019,56,Tommi,https://open.spotify.com/episode/6kLAjSu2jSZ0WxQ7t8zmXu?go=1&t=2745, ,Would you eat insects?
Welche Erinnerung aus dem Kindergarten kommt dir als Erstes in den Sinn?,2020,122,Tommi,https://open.spotify.com/episode/26kyjBWEMYx8wXILBPuLYy?go=1&t=3186, ,What’s the first memory from kindergarten that comes to mind?
Was w√§re dein alternativer Traumjob?,2020,110,Tommi,https://open.spotify.com/episode/2LuKCDRxA3PrmJnDDdl1YF?go=1&t=2502, ,What would be your alternative dream job?
"Vor welchem Fehler, den du schon √∂fters gemacht hast, m√∂chtest du andere bewahren, indem du jetzt dar√ºber sprichst?",2023,237,Felix,https://open.spotify.com/episode/5l74DHP3ImV01bFcIW6fJi?go=1&t=4110, ,What mistake have you made multiple times that you’d like to warn others about?
Was kochst du beim perfekten Promi-Dinner?,2021,137,Felix,https://open.spotify.com/episode/5poLp9EsfQ4YsjKcquCHm7?go=1&t=3920, ,What would you cook on *The Perfect Celebrity Dinner*?
"Was war ein komisches Kompliment, was du erhalten hast?",2022,203,Felix,https://open.spotify.com/episode/173KZvg1ChbYI9rdl0GGkg?go=1&t=2422, ,What’s a weird compliment you’ve received?
Wie ist dein Schlafrhythmus?,2021,141,Felix,https://open.spotify.com/episode/6VDVkHnX7IzI5epOGznm9j?go=1&t=2817, ,What’s your sleep schedule like?
Was ist deine Closing-Line in offiziellen E-Mails?,2021,141,Felix,https://open.spotify.com/episode/6VDVkHnX7IzI5epOGznm9j?go=1&t=3775, ,What’s your closing line in formal emails?
Was macht dich komischerweise melancholisch?,2022,182,Tommi,https://open.spotify.com/episode/2JMFoNwSE0YKtuesCc98ji?go=1&t=3756, ,What makes you weirdly melancholic?
Welche ist die beste Castingshow?,2020,105,Tommi,https://open.spotify.com/episode/1sjAMnGslQRaXMFrBPaWv1?go=1&t=4121, ,What’s the best talent show?
Womit kann man dir wirklich gar keine Freude machen?,2023,232,Felix,https://open.spotify.com/episode/5ZbfrYMYeoYTSnGgd0c0qZ?go=1&t=3564, ,What’s something that absolutely doesn’t make you happy?
"Wenn du eine Sache machen k√∂nntest, die Kinder t√§glich tun k√∂nnen, welche w√§re es?",2023,226,Tommi,https://open.spotify.com/episode/4qQkGNlfJ96hgWu72uBpRQ?go=1&t=561, ,"If you could do one thing children do every day, what would it be?"
"Was ist die Mindest-Akkuprozentzahl, mit der du noch entspannt aus dem Haus gehen kannst?",2018,41,Felix,https://open.spotify.com/episode/6GV8g9pBCDuU3MJ4kazbmd?go=1&t=1531, ,What’s the minimum battery percentage you need to feel comfortable leaving the house?
Wie waren in deiner Kindheit die Regeln beim Stra√üenfu√üball?,2021,151,Felix,https://open.spotify.com/episode/2QpHWy9te9ljXEru8mbI1Y?go=1&t=3964, ,What were the rules for street soccer when you were a kid?
Was ist deine Kindheitstelefonnummer?,2019,74,Felix,https://open.spotify.com/episode/2CK67Rr2PvbogKgR35xbZN?go=1&t=2001, ,What was your childhood phone number?
"Du hast 9 Minuten Zeit f√ºr ein Workout: Welche √úbungen machst du, um dich zu verausgaben?",2022,185,Felix,https://open.spotify.com/episode/5wqA5iGL7mAY8kX0tAhwYG?go=1&t=3641, ,You have 9 minutes for a workout — which exercises do you do to push yourself?
Hast du ein famili√§res Gef√ºhl f√ºr eine bekannte Person?,2023,229,Tommi,https://open.spotify.com/episode/2Ed9JCwtXwFjnm2sVAQsGK?go=1&t=1483, ,Do you feel a family-like connection to a famous person?
Welche deiner Vors√§tze haben sich etabliert?,2022,189,Tommi,https://open.spotify.com/episode/2DW2o7uaWRCPP1w8U4FEaq?go=1&t=2785, ,Which of your resolutions actually stuck?
Was erhoffst du dir von Treffen mit Freunden?,2023,218,Tommi,https://open.spotify.com/episode/7a9w0lErnjMS6Mu1kDVDNo?go=1&t=3919, ,What do you hope for when meeting friends?
"Z√§hlt der Drache als Tier bei ""Stadt, Land, Fluss""?",2023,237,Felix,https://open.spotify.com/episode/5l74DHP3ImV01bFcIW6fJi?go=1&t=3503, ,"Does a dragon count as an animal in “Categories” (Stadt, Land, Fluss)?"
Darf man gleich starke Frauen schlagen?,2018,39,Felix,https://open.spotify.com/episode/2m7HviLaWe2isM3l15Gz80?go=1&t=1048, ,Is it okay to hit equally strong women?
Wie haben dich die Eltern deiner Freunde gesehen?,2020,119,Felix,https://open.spotify.com/episode/3IHvV480YU8S1B4ptUtntN?go=1&t=3554, ,How did your friends’ parents perceive you?
Waren Gogos fr√ºher ein Ding bei euch?,2019,60,Felix,https://open.spotify.com/episode/2zbINdbLuDhmviPmC0BKOY?go=1&t=3417, ,Were Gogos a thing in your childhood?
Erst Hose und dann Socken oder erst Socken und dann Hose?,2018,51,,https://open.spotify.com/episode/0FnbzZcV1VDFpgHrg8zqRi?go=1&t=406, ,Pants first or socks first when getting dressed?
"Gibt es bei dir auch etwas, worauf dich deine Eltern immer hinweisen, wenn es im Fernsehen l√§uft?",2023,208,Felix,https://open.spotify.com/episode/6bUXcbuDM47PLl9iZd9j1X?go=1&t=3715, ,Is there something your parents always point out when it’s on TV?
Welches ist dein Lieblingstier?,2018,42,Tommi,https://open.spotify.com/episode/1zc3bn8eFwXCfaMtRnspcf?go=1&t=2247, ,What’s your favorite animal?
Welcher ist der coolste Handwerksberuf?,2023,215,Tommi,, ,What’s the coolest trade or craft profession?
"Womit macht man dich, aber niemand anderen gl√ºcklich?",2023,229,Felix,https://open.spotify.com/episode/2Ed9JCwtXwFjnm2sVAQsGK?go=1&t=2960, ,What’s something that makes you happy but no one else?
√úber welches Thema machst du dich zu sehr lustig?,2023,207,Tommi,https://open.spotify.com/episode/0qMK4AoujkXSQFoGudzHEG?go=1&t=3803, ,What topic do you joke about too much?
In einer Naturdoku jagt ein L√∂we eine Antilope. F√ºr wen bist du?,2023,207,Tommi,https://open.spotify.com/episode/0qMK4AoujkXSQFoGudzHEG?go=1&t=2565, ,"In a nature documentary, a lion hunts an antelope — which side are you on?"
Von welcher Situation in deinem Leben h√§ttest du gern ein Video?,2020,117,Tommi,https://open.spotify.com/episode/0HEwOHjEDfe2dzds9cJ0G3?go=1&t=3908, ,What moment in your life would you like to have on video?
Welches Haustier verstehst du einfach nicht?,2019,63,Tommi,https://open.spotify.com/episode/4C7L8xofTXVuxH1wAvgi1A?go=1&t=3442, ,Which pet do you just not understand?
Welchen Gegenstand verlegst du bei dir zu Hause am h√§ufigsten?,2020,106,Felix,https://open.spotify.com/episode/41YsOEB2ODuJgxjc5ieqxR?go=1&t=3050, ,What item do you lose most often at home?
Sammelst du etwas?,2018,38,Tommi,https://open.spotify.com/episode/3nUkY2rVcTRlRnv05A67Gz?go=1&t=1760, ,Do you collect anything?
Was war dein Jahreshighlight 2022?,2022,206,Felix,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=4123, ,What was your 2022 highlight?
Welche Emotion sollte f√ºr andere direkt sichtbar sein?,2022,200,Tommi,https://open.spotify.com/episode/2y797ALeCumSso7is2EY7P?go=1&t=4376, ,Which emotion should be instantly visible to others?
"Gab es Situationen in deiner Schulzeit, in denen du dich zu cool gef√ºhlt hast?",2020,94,Tommi,https://open.spotify.com/episode/3lfsOEhLtQLAQGeKFcAXDi?go=1&t=3872, ,Were there moments in school when you felt way too cool?
"Was ist der letzte Dekoartikel, den du gekauft hast?",2022,195,Tommi,https://open.spotify.com/episode/3FX9aU91GaekL1n9dLS7ub?go=1&t=4366, ,What was the last decoration item you bought?
Welches ist das beste Alter?,2022,202,Tommi,https://open.spotify.com/episode/0LgOC0Dako1Kr7Fywh9Fs9?go=1&t=4117, ,What’s the best age?
In welche Zeit und an welchen Ort w√ºrdest du mit einer Zeitmaschine reisen?,2022,206,Felix,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=2230, ,To which time and place would you travel with a time machine?
Was hat dich politisiert?,2022,201,Felix,https://open.spotify.com/episode/3JgBj5dSAKnakqDsioEKfc?go=1&t=3454, ,What made you politically aware?
Was war dein pers√∂nliches Highlight dieses Jahr?,2017,13,Felix,https://open.spotify.com/episode/3pjGPt5rcEes55EFrQRQwE?go=1&t=760, ,What was your personal highlight this year?
Bei welchen Themen fragst du deine Eltern?,2020,113,Tommi,https://open.spotify.com/episode/5cv4GwQDvmRMd5Buq7Mpke?go=1&t=2359, ,For what topics do you ask your parents for advice?
Was war deine letzte Bestellung bei Amazon?,2019,74,Felix,https://open.spotify.com/episode/2CK67Rr2PvbogKgR35xbZN?go=1&t=1349, ,What was your last Amazon order?
Zerst√∂rt uns die Ironie?,2018,42,Tommi,https://open.spotify.com/episode/1zc3bn8eFwXCfaMtRnspcf?go=1&t=3035, ,Is irony destroying us?
"Hast du Gewohnheiten etabliert, von denen du wei√üt, dass sie nicht funktionieren?",2023,225,Felix,, ,Have you built habits you know don’t actually work?
Wie stehst du zu einem B√∂llerverbot?,2019,53,Felix,https://open.spotify.com/episode/3LLpmVV8B1T2ocqWMN4m7f?go=1&t=1192, ,What’s your opinion on banning fireworks?
Was ist das Nervigste an deiner Wohnung?,2022,202,Tommi,https://open.spotify.com/episode/0LgOC0Dako1Kr7Fywh9Fs9?go=1&t=2727, ,What’s the most annoying thing about your apartment?
Wof√ºr w√ºrdest du sofort Geld bezahlen?,2020,121,Felix,https://open.spotify.com/episode/3NgDxSLt6MJMD56QWIfLyv?go=1&t=2585, ,What would you immediately pay money for?
Welche Werbung geht dir in letzter Zeit am meisten auf den Sack?,2022,196,Felix,https://open.spotify.com/episode/069klYLSitGKBHhHh5qRet?go=1&t=4246, ,Which commercial has been annoying you the most lately?
Wann bist du das letzte Mal aus einer absoluten Tagesroutine ausgebrochen?,2023,240,Felix,https://open.spotify.com/episode/60dsR1u9gYRQpEFm5v2gee?go=1&t=845, ,When was the last time you broke completely out of your daily routine?
Ziehst du die Schuhe zu Hause direkt aus oder erst sp√§ter?,2018,49,Tommi,https://open.spotify.com/episode/2ii0zBC8cVKPudPjtyETB8?go=1&t=979, ,Do you take your shoes off right away at home or later?
Wie w√ºrdest du deinen Job einem F√ºnfj√§hrigen - der Leon hei√üt - erkl√§ren?,2018,23,Felix,https://open.spotify.com/episode/3YgzS0n54rfaCB9tyHdCxP?go=1&t=913, ,How would you explain your job to a five-year-old named Leon?
Welches Produkt soll ab sofort null Kalorien haben?,2023,241,Tommi,https://open.spotify.com/episode/0PTf4S61GKMyFVRrJrRR5N?go=1&t=3844, ,What product should have zero calories from now on?
Welche medizinische Fachrichtung ist die Geilste?,2022,173,Tommi,https://open.spotify.com/episode/7EnOSxCjrW0s6XEVswZPto?go=1&t=3461, ,What’s the coolest medical specialty?
Welche Sportler haben die besten K√∂rper?,2023,235,Felix,https://open.spotify.com/episode/2y5krjiritBCaVAIEAt6rC?go=1&t=3582, ,Which athletes have the best bodies?
Was ist deine Lieblingsgrillso√üe?,2022,206,Tommi,https://open.spotify.com/episode/4tI76AevfunAQhvAdkSQWW?go=1&t=3871, ,What’s your favorite barbecue sauce?
Wie feierst du Weihnachten?,2018,50,Felix,https://open.spotify.com/episode/5e2JtCyQwIGc6DkXEjzEbb?go=1&t=1478, ,How do you celebrate Christmas?
Wie eitel bist du?,2022,204,Tommi,https://open.spotify.com/episode/4p1LgYmIbkGlVMJJHXYhvi?go=1&t=3989, ,How vain are you?
Kopf oder Zahl?,2023,210,Felix,https://open.spotify.com/episode/6IEdfgYGMUWbhf5BBIphCX?go=1&t=3890, ,Heads or tails?
Welchen Podcast w√ºrdest du h√∂ren?,2020,126,Tommi,https://open.spotify.com/episode/2Jljbum2km3R6avxE1CxCH?go=1&t=4023, ,Which podcast would you listen to?
Setzt du dir Ziele?,2023,222,Tommi,https://open.spotify.com/episode/4lSbzJKc2y58PnjDUOr8cV?go=1&t=3010, ,Do you set goals for yourself?
Was w√ºrdest du studieren?,2021,157,Felix,https://open.spotify.com/episode/5WaRdGfyhyJBmhgwO7Sh68?go=1&t=4659, ,What would you study?
"Was war das Cheesigste, das du je gemacht hast?",2021,143,Tommi,, ,What’s the cheesiest thing you’ve ever done?
"Welchen Extrawunsch, den du oft hast, w√ºrde es in deinem Restaurant auf der Karte geben?",2022,191,Felix,https://open.spotify.com/episode/2FsBXBfd98muhIVyLxlJbT?go=1&t=4229, ,What frequent special request of yours would appear on your restaurant’s menu?
"Was steht als N√§chstes bei dir an, worauf du keinen Bock hast?",2023,219,Felix,https://open.spotify.com/episode/6FLsFfbOOIY4YWuLfvP31b?go=1&t=4280, ,What’s the next thing on your to-do list that you’re dreading?
Tiefe oder flache Teller?,2022,190,Felix,https://open.spotify.com/episode/2xR0ldWeSQ9RIlIHk9po0O?go=1&t=3721, ,Deep or shallow plates?
Was war ein Jugendstreich von dir mit dollen Konsequenzen?,2020,119,Felix,https://open.spotify.com/episode/3IHvV480YU8S1B4ptUtntN?go=1&t=4130, ,What prank from your youth had serious consequences?
Was f√ºr ein Typ bist du in 20 Jahren auf Familienfeiern?,2020,124,Tommi,, ,What kind of person will you be at family gatherings in 20 years?
Was war dein d√ºmmster Dummejungenstreich?,2019,78,Felix,https://open.spotify.com/episode/3DdjDnmfKixTCDVAKhOfMe?go=1&t=3059, ,What was your dumbest teenage prank?
"Pizzabaguette oder Rostbratwurst, woran hast du dir √∂fter den Mund verbrannt?",2018,39,Felix,https://open.spotify.com/episode/2m7HviLaWe2isM3l15Gz80?go=1&t=1320, ,Pizzabaguette or bratwurst — which one have you burned your mouth on more often?
Welches Insekt ist v√∂llig ok?,2020,113,Tommi,https://open.spotify.com/episode/5cv4GwQDvmRMd5Buq7Mpke?go=1&t=3210, ,Which insect is totally fine?
Was macht f√ºr dich einen guten Stift aus?,2023,212,Felix,https://open.spotify.com/episode/444tvza1A9nYrBbLlQ0SP9?go=1&t=3017, ,What makes a pen good in your opinion?
Wie speicherst du Handykontakte ab?,2020,106,Felix,https://open.spotify.com/episode/41YsOEB2ODuJgxjc5ieqxR?go=1&t=4218, ,How do you save contacts in your phone?
Nie wieder Tee oder nie wieder Kaffee?,2018,48,Felix,https://open.spotify.com/episode/14ZktQRT1W5zsj3tVomg36?go=1&t=3943, ,Never again tea or never again coffee?
Warst du jemals auf einem Festival?,2023,228,Felix,https://open.spotify.com/episode/1CTrXJAlwBdklYnYAWVAUs?go=1&t=4098, ,Have you ever been to a festival?
Wurdest du mal gescammt?,2022,196,Felix,https://open.spotify.com/episode/069klYLSitGKBHhHh5qRet?go=1&t=3145, ,Have you ever been scammed?
Chillst du an einem lazy Sunday im Bett oder auf der Couch?,2019,55,Felix,https://open.spotify.com/episode/7MzK4DbSsODeAF8HQAAblh?go=1&t=2988, ,"On a lazy Sunday, do you chill in bed or on the couch?"
Sp√ºlmaschine ein- oder ausr√§umen?,2023,222,Tommi,https://open.spotify.com/episode/4lSbzJKc2y58PnjDUOr8cV?go=1&t=2647, ,Dishwasher: loading or unloading?
Hast du schon mal was gewonnen?,2022,201,Felix,https://open.spotify.com/episode/3JgBj5dSAKnakqDsioEKfc?go=1&t=2592, ,Have you ever won something?
Was ist das beste Fertigprodukt?,2020,120,Tommi,https://open.spotify.com/episode/0qr9VsUXkKyUAnQUJc8BLF?go=1&t=2515, ,What’s the best ready-made food product?
Was ist dein aktueller Lieblingsemoji?,2022,201,Felix,https://open.spotify.com/episode/3JgBj5dSAKnakqDsioEKfc?go=1&t=2321, ,What’s your current favorite emoji?
Was ist vergessenes Internet-Gold?,2021,132,Felix,https://open.spotify.com/episode/2BivSWq3V4AuivPJRGSuxr?go=1&t=5130, ,What’s forgotten internet gold?
Tacker oder Locher?,2021,144,Felix,https://open.spotify.com/episode/2t7ELeewitCK7EKMHy5Lbu?go=1&t=2693, ,Stapler or hole punch?
Welches Produkt hat der Markt weggeregelt?,2022,161,Felix,https://open.spotify.com/episode/1EYu93ulQYtY2Ea4Bj6owp?go=1&t=3263, ,What product disappeared from the market because of competition?
Welche Restaurantketten magst du?,2022,180,Tommi,https://open.spotify.com/episode/5l7feie7QVNJJYGBspNtr8?go=1&t=3136, ,Which restaurant chains do you like?
Welche Kindheitsbeleidigung ist total gemein?,2020,128,Felix,https://open.spotify.com/episode/6oLzmkEywzBKociuNAeQ4Q?go=1&t=3371, ,What childhood insult was actually really mean?
Welcher Geruch ist f√ºr dich Heimat?,2023,229,Tommi,https://open.spotify.com/episode/2Ed9JCwtXwFjnm2sVAQsGK?go=1&t=2720, ,What smell feels like “home” to you?
Welche Fachrichtung w√ºrdest du als Arzt einschlagen?,2019,85,Tommi,https://open.spotify.com/episode/21cAjXHNSe30kHN44h40ym?go=1&t=3925, ,Which medical specialty would you choose if you were a doctor?
Gibt es Menschen auf die du neidisch bist?,2022,200,Tommi,https://open.spotify.com/episode/2y797ALeCumSso7is2EY7P?go=1&t=3241, ,Are there people you’re jealous of?
Welches Tier w√§rst du?,2020,101,,https://open.spotify.com/episode/7yb6fSUGMZXCzSRlloyXuE?go=1&t=505, ,What animal would you be?
In welcher deutschen Stadt findest du dich am schlechtesten zurecht?,2022,167,Tommi,https://open.spotify.com/episode/3jiHSM4gsSqYoYlIppk1T1?go=1&t=3442, ,In which German city do you get lost the easiest?
Welche Abk√ºrzung benutzt du regelm√§√üig?,2020,106,Felix,https://open.spotify.com/episode/41YsOEB2ODuJgxjc5ieqxR?go=1&t=3542, ,Which abbreviation do you use most often?
In welcher Olympia-Sportart w√§rst du nicht schlecht?,2020,118,Tommi,https://open.spotify.com/episode/6J34LV5fFAZHfgm2gMO6e5?go=1&t=3082, ,In which Olympic sport would you not be bad?
"W√ºrdest du auch nachts Kackebeutel nutzen, wenn du einen Hund h√§ttest?",2023,220,Tommi,https://open.spotify.com/episode/60dxeOhRwXlpTS9xyYtg7x?go=1&t=3672, ,Would you pick up dog poop at night if you had a dog?
Welche nicht private Post nervt dich am meisten?,2022,173,Tommi,https://open.spotify.com/episode/7EnOSxCjrW0s6XEVswZPto?go=1&t=3176, ,Which non-personal mail annoys you the most?
Wie definierst du heutzutage Prominenz?,2019,61,Tommi,https://open.spotify.com/episode/620rbiW9IafwyFVhiatHhc?go=1&t=1897, ,How do you define fame today?
Bleibst du im Alter am Zahn der Zeit?,2020,105,Tommi,https://open.spotify.com/episode/1sjAMnGslQRaXMFrBPaWv1?go=1&t=3818, ,Will you stay up to date as you get older?
Hast du ein seltenes Lieblingsgericht?,2019,83,Tommi,https://open.spotify.com/episode/5PaA2JIvfamCVYcqMJXRYq?go=1&t=2838, ,Do you have a rare favorite dish?
Welche typisch m√§nnliche/weibliche Verhaltensweise legst du an den Tag?,2019,66,Felix,https://open.spotify.com/episode/4nUyS2R9ifhKNwiHUmF37i?go=1&t=3150, ,What typically masculine or feminine behavior do you show?
Wann warst du das letzte Mal mutig?,2023,212,Felix,https://open.spotify.com/episode/444tvza1A9nYrBbLlQ0SP9?go=1&t=3342, ,When was the last time you were brave?
Was muss sofort erfunden werden?,2022,205,Felix,https://open.spotify.com/episode/3DaaesGPUoRcb8isdWIOqt?go=1&t=3717, ,What needs to be invented immediately?
"Was ist heute mega im Trend, wof√ºr man sich in 15 Jahren sch√§men wird?",2022,200,Tommi,https://open.spotify.com/episode/2y797ALeCumSso7is2EY7P?go=1&t=4708, ,What’s super trendy today but people will be embarrassed about in 15 years?
Hast du Angst vor Terroranschl√§gen?,2020,121,Felix,https://open.spotify.com/episode/3NgDxSLt6MJMD56QWIfLyv?go=1&t=3073, ,Are you afraid of terrorist attacks?
Was ist deine Lieblingsbegr√º√üung?,2020,89,Felix,https://open.spotify.com/episode/4v2BQKgCgSimekHrjSs4au?go=1&t=2256, ,What’s your favorite way to greet someone?
Worum beneidest du Spanier?,2023,218,Tommi,https://open.spotify.com/episode/7a9w0lErnjMS6Mu1kDVDNo?go=1&t=3663, ,What do you envy Spaniards for?
Was ist dein peinlichster Nickname?,2020,128,Felix,https://open.spotify.com/episode/6oLzmkEywzBKociuNAeQ4Q?go=1&t=3146, ,What’s your most embarrassing nickname?
Wer oder was sind f√ºr dich inspirierende Dinge oder Personen?,2019,79,Tommi,https://open.spotify.com/episode/2EHbpWB3Iw9SFgOmm796xu?go=1&t=3199, ,Who or what inspires you?
"Wenn du Fahrrad f√§hrst, wie h√§ltst du an der Ampel?",2020,103,Tommi,https://open.spotify.com/episode/0DINuNUDEtAiQIa9HgOQBs?go=1&t=2781, ,"When cycling, how do you stop at a red light?"
Welche ist die nervigste Temperatur?,2023,231,Tommi,https://open.spotify.com/episode/2gxoUprls1YdmBy5OU5WVc?go=1&t=5057, ,What’s the most annoying temperature?
Wie sieht deine Langeweile-Routine aus?,2019,80,Felix,https://open.spotify.com/episode/0m22Iax9AxCEdLppJi0YsS?go=1&t=1894, ,What’s your boredom routine?
Welches Modewort findest du schlimm?,2019,77,Tommi,https://open.spotify.com/episode/7sJCvtJN2HUWoeUTQeT0TY?go=1&t=1627, ,Which trendy slang word do you hate?
Warst du in der Schule ein Kippler?,2023,208,Felix,https://open.spotify.com/episode/6bUXcbuDM47PLl9iZd9j1X?go=1&t=3295, ,Were you a “tilter” (the student who tilts their chair) in school?
Hast du ein Familienritual?,2021,159,Tommi,https://open.spotify.com/episode/3NlYS3PBejXkgl69AfajEh?go=1&t=3026, ,Do you have a family ritual?
"Bei welcher Sache bist du richtig froh, dass du sie nicht mehr machen musst?",2023,210,Felix,https://open.spotify.com/episode/6IEdfgYGMUWbhf5BBIphCX?go=1&t=2190, ,What’s something you’re really glad you don’t have to do anymore?
Wann sind Paare verloren?,2020,98,Felix,https://open.spotify.com/episode/2xEtqeRciL9Syr0lbugF3M?go=1&t=4694, ,When are couples beyond saving?
Was war deine peinlichste Modes√ºnde?,2020,90,Tommi,https://open.spotify.com/episode/2B2a7S1ZPVvHSON5WcBWzV?go=1&t=3494, ,What was your most embarrassing fashion mistake?
Wie sieht das Cover deiner Biografie aus?,2020,124,Tommi,, ,What does the cover of your biography look like?
Welches Produkt suchst du im Supermarkt jedes Mal aufs Neue?,2023,221,Felix,https://open.spotify.com/episode/2Rzw6n8MaMQg9s06YRS2Pe?go=1&t=3804, ,Which product do you always have trouble finding in the supermarket?
"Im Lotto gewinnen und einfach nichts mehr machen, w√§re das was f√ºr dich?",2018,47,Tommi,https://open.spotify.com/episode/3zKMqZgCacoiVcF4fHnvxd?go=1&t=1488, ,Winning the lottery and then doing absolutely nothing — would that be for you?
"Zu welchem Thema googelst du aktuell intensiv, obwohl du es dir nie erf√ºllen wirst?",2022,180,Tommi,https://open.spotify.com/episode/5l7feie7QVNJJYGBspNtr8?go=1&t=3697, ,What topic do you currently Google intensely even though you’ll never actually do it?
Wirst du lieber unter- oder √ºbersch√§tzt?,2020,103,Tommi,https://open.spotify.com/episode/0DINuNUDEtAiQIa9HgOQBs?go=1&t=3679, ,Would you rather be underestimated or overestimated?
Schon mal im Puff gewesen?,2018,44,Tommi,https://open.spotify.com/episode/3l0uIPrCbPCcfVP2DDHePv?go=1&t=1658, ,Ever been to a brothel?
Was beruhigt dich am meisten?,2019,64,Felix,https://open.spotify.com/episode/4QdLvVwSRkb0SnZJXOScyU?go=1&t=2960, ,What calms you the most?
"Du hast nichts passendes und brauchst schnell ein komplettes Outfit, wo gehst du shoppen?",2023,212,Felix,https://open.spotify.com/episode/444tvza1A9nYrBbLlQ0SP9?go=1&t=2731, ,You have nothing to wear and need a full outfit fast — where do you go shopping?
"Was ist eine technische Neuheit, die einfach funktioniert?",2021,144,Felix,https://open.spotify.com/episode/2t7ELeewitCK7EKMHy5Lbu?go=1&t=3150, ,What’s a piece of technology that just works perfectly?
"Wie oft darf man nachfragen, wenn man etwas nicht verstanden hat?",2023,240,Felix,https://open.spotify.com/episode/60dsR1u9gYRQpEFm5v2gee?go=1&t=2440, ,How many times is it okay to ask again when you didn’t understand something?
Jetzt mal ehrlich: Was war denn fr√ºher wirklich besser?,2022,190,Tommi,https://open.spotify.com/episode/2xR0ldWeSQ9RIlIHk9po0O?go=1&t=4330, ,Be honest: what really was better in the past?
"Was sind Probleme, die unsere Enkel nicht mehr haben werden?",2021,153,Tommi,https://open.spotify.com/episode/69R8mhlGe45qgxdbIKPoVf?go=1&t=4273, ,What are problems our grandchildren won’t have anymore?
